student_id,year,grade,attendance_category,attendance_rate,study_hours_per_week,study_consistency,performance_trend,screen_time_hours,homework_completion_rate,academic_risk_score,behavioral_risk_score,overall_risk_score,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score
STU0478,2023,8,moderate,64,7.4,,,,0.7182,19.31,37.1,47.96,87.62,67.04,97.91,83.41,96.18,77.51,93.5,89.64
STU0478,2024,9,moderate,67.17,7.4,,,,0.7179,18.73,37.1,47.7,87.08,71.7,97.24,85.21,96.59,79.33,95.38,90.06
STU0478,2025,10,moderate,69.43,7.4,,,,0.7194,18.22,37.09,47.47,91.63,72.06,97.52,86.27,96.54,81.98,94.88,90.97
STU0479,2023,8,good,74.5,12,,,,0.8633,20.34,11.45,42.02,67.43,66.92,80.21,64.4,95.74,64.99,94.67,68.83
STU0479,2024,9,good,80.3,12,,,,0.8718,26.78,11.42,41.54,70.91,67.53,81.54,67.34,96.26,66.78,95.97,69.72
STU0479,2025,10,good,79.27,12,,,,0.8682,25.96,11.44,36.89,73.93,72.7,83.71,68.47,96.57,68.1,95.88,72.31
STU0480,2023,8,excellent,85,15.2,,,,0.9743,3.75,10.36,23.63,95.47,86.69,71.38,96.94,96.75,96.07,91.53,97.4
STU0480,2024,9,excellent,88.89,15.2,,,,0.9744,11.4,10.27,22.63,96.54,87.85,72.14,97.12,97.39,96.49,92.8,97.82
STU0480,2025,10,excellent,88.08,15.2,,,,0.9736,11.28,10.32,23.66,96.8,89.05,74.91,97.9,97.12,96.23,93.64,97.86
STU0481,2023,8,good,75.5,15.8,,,,0.8376,15.62,13.99,34.57,90.92,82.47,85.01,86.11,97.14,91.64,96.23,81.41
STU0481,2024,9,good,68.69,15.8,,,,0.8462,14.73,14.03,40.11,93.78,84.57,87.43,90.48,97.2,92.65,96.36,84.01
STU0481,2025,10,good,71.5,15.8,,,,0.8419,6.09,14.01,36.24,93.83,87.2,90.49,91.53,97.7,93.93,97.35,88.03
STU0482,2023,8,good,77.5,7.7,,,,0.9148,3.82,28.69,38.89,97.58,96.33,97.66,97.04,95.7,93.12,85.81,97.11
STU0482,2024,9,good,76.77,7.7,,,,0.9231,3.4,28.75,38.72,97.89,96.5,97.49,97.5,96.9,93.46,88.57,97.54
STU0482,2025,10,good,76.17,7.7,,,,0.9209,3.18,28.75,38.62,98.03,97.16,97.86,97.6,97.05,95.23,89.85,97.57
STU0483,2023,8,good,77,9.7,,,,0.8548,16.42,11.4,40.24,94.43,76.55,97.43,79.68,94.72,75.79,94.78,83
STU0483,2024,9,good,85.35,9.7,,,,0.8462,16.09,11.52,26.7,92.6,75.57,97.46,80.72,96.02,79.26,94.32,86.52
STU0483,2025,10,good,84.46,9.7,,,,0.8511,15.49,11.45,28.4,95.24,79.83,96.98,79.3,95.91,81.67,95.06,88.68
STU0484,2023,8,good,77.5,6.1,,,,0.7346,30.73,37.32,53.16,84.72,66.71,62.83,63.73,67.85,85.22,92.97,58.16
STU0484,2024,9,good,70.71,6.1,,,,0.7436,29.75,37.39,52.74,85.49,69.7,64.66,67.98,70.53,87.34,93.41,60.87
STU0484,2025,10,good,77.72,6.1,,,,0.7365,22.22,37.4,44.73,87.55,71.04,68.05,68.67,72.81,86.97,95.16,62.53
STU0485,2023,8,excellent,82,19.8,,,,0.8119,6.74,14.96,33.05,95,97.58,97.17,96.53,93.6,87.54,80.3,97.46
STU0485,2024,9,excellent,89.39,19.8,,,,0.8205,6.15,14.89,20.42,96.28,97.62,97.67,97.62,93.28,89.47,83.37,97.73
STU0485,2025,10,excellent,86.01,19.8,,,,0.8155,5.85,14.97,25.51,97.54,97.73,97.81,97.45,95.26,91.22,85.99,97.46
STU0486,2023,8,excellent,93.5,18.9,,,,0.7861,5.4,12.49,12.32,97.87,97.1,97.92,98.11,97.69,94.5,97.82,97.76
STU0486,2024,9,excellent,88.38,18.9,,,,0.7949,5.09,12.53,17.76,97.67,97.27,97.99,97.41,97.98,96.52,97.97,97.68
STU0486,2025,10,excellent,84.46,18.9,,,,0.7892,5.24,12.51,22.25,97.78,97.62,97.72,97.53,97.78,95.92,97.86,97.92
STU0487,2023,8,moderate,68,11.1,,,,0.8291,17.56,18.93,42.63,91.84,66.27,77.62,87.92,97.17,96.73,80.25,80.67
STU0487,2024,9,moderate,72.22,11.1,,,,0.8205,16.86,18.92,42.32,94.61,70.57,80.48,88.9,97.4,97.36,81.65,83.23
STU0487,2025,10,moderate,68.39,11.1,,,,0.8248,8.15,18.97,38.41,95.93,73.7,82.39,91.26,97.8,97.5,84.1,86.18
STU0488,2023,8,moderate,56,10.7,,,,0.5215,64.69,29.61,66.52,74.01,86.61,47.79,72.44,37.66,42.08,52.47,69.8
STU0488,2024,9,moderate,58.08,10.7,,,,0.5128,56.37,29.71,62.79,73.73,85.24,50.3,73.03,40.79,43.35,55.46,70.66
STU0488,2025,10,moderate,64.77,10.7,,,,0.5178,55.61,29.66,62.44,77.22,89.21,51.61,77.61,42.26,43.28,55.24,72.48
STU0489,2023,8,excellent,84.5,23.2,,,,0.9228,2.66,9.56,21.24,97.94,97.46,97.84,96.63,97.45,95.43,97.81,97.62
STU0489,2024,9,excellent,89.9,23.2,,,,0.9231,2.57,9.46,13.74,97.89,97.08,97.95,97,97.85,96.45,97.74,97.82
STU0489,2025,10,excellent,87.56,23.2,,,,0.9209,2.55,9.52,16.94,97.85,97.69,97.9,97.38,97.81,96.86,97.74,97.55
STU0490,2023,8,irregular,49.5,7.8,,,,0.4363,100,51.39,87.85,42.04,43.84,61.05,32.61,27.24,17.65,45.27,51.13
STU0490,2024,9,irregular,47.47,7.8,,,,0.4359,100,51.39,87.85,43.72,45.24,61.35,35.84,26.42,18.45,45.93,53.3
STU0490,2025,10,irregular,51.81,7.8,,,,0.4387,100,51.35,87.84,44.26,47.49,64.31,37.97,29.17,19.99,48.89,51.91
STU0491,2023,8,excellent,85.5,20.1,,,,0.8033,4.94,12.08,27.19,97.65,97.48,97.72,97.89,97.65,97.95,97.31,96.21
STU0491,2024,9,excellent,90.4,20.1,,,,0.7949,5.06,12.01,18.99,97.48,97.99,97.79,97.43,97.67,97.92,97.71,96.75
STU0491,2025,10,excellent,86.53,20.1,,,,0.7984,4.92,12.06,26.06,98.05,97.76,98.06,97.81,97.73,97.65,97.67,97.6
STU0492,2023,8,good,76.5,14.1,,,,0.7182,31.63,14.61,47.88,77.78,69.42,80.12,65.9,76.81,66.6,66.58,80.98
STU0492,2024,9,good,74.24,14.1,,,,0.7179,31.34,14.73,46.59,78.2,70.61,80.29,64.49,77.09,68.88,68.53,81.7
STU0492,2025,10,good,75.65,14.1,,,,0.7194,23.76,14.71,44.37,80.26,71.54,82.24,66.52,77.98,68.66,71.08,83.87
STU0493,2023,8,irregular,43.5,5.2,,,,0.3333,100,48.68,87.17,75.51,50.02,30.6,56.13,18.35,20.69,28.89,46.26
STU0493,2024,9,irregular,43.94,5.2,,,,0.3333,100,48.61,87.15,77.44,52.51,34.3,55.21,20.48,22,30.63,50.23
STU0493,2025,10,irregular,39.38,5.2,,,,0.3333,100,48.62,87.15,79.28,54.47,35.69,62.35,22.94,24.31,31.21,50.39
STU0494,2023,8,good,78,14.8,,,,0.5894,55.79,20.42,53.73,64.03,68.01,63.88,60.98,46.02,47.92,60.63,59.89
STU0494,2024,9,good,86.36,14.8,,,,0.5897,47.04,20.34,39.91,66.08,69.68,66.01,63.69,49.37,50.05,61.28,62.4
STU0494,2025,10,good,76.68,14.8,,,,0.5876,54.86,20.39,52.68,67.84,69.62,67.83,63.49,49.2,49.8,62.55,62.66
STU0495,2023,8,excellent,89,20.4,,,,0.8376,4.26,11.26,18.74,97.92,97.92,98.1,97.38,97.89,95.83,97.67,97.72
STU0495,2024,9,excellent,88.89,20.4,,,,0.8462,4.07,11.31,18.69,97.49,97.61,97.81,97.68,97.84,96.53,97.95,97.53
STU0495,2025,10,excellent,87.05,20.4,,,,0.8419,4.11,11.25,19.98,97.84,97.52,97.79,97.58,97.81,96.74,98.12,97.88
STU0496,2023,8,excellent,90,20.3,,,,0.8119,6.31,12.08,16.96,95.81,86.15,95.48,96.78,90.76,94.42,96.81,92.8
STU0496,2024,9,excellent,91.41,20.3,,,,0.8205,14.46,12.16,19.45,94.31,86.52,95.36,95.42,90.62,93.53,96.75,89.91
STU0496,2025,10,excellent,92.75,20.3,,,,0.8155,6.55,12.12,15.6,94.97,85.62,94.58,95.38,90.15,94.62,96.34,90.84
STU0497,2023,8,at-risk,29,2.3,,,,0.2818,100,57.48,89.37,39.12,36.77,26.33,40.24,16.31,28.92,23.44,38.75
STU0497,2024,9,at-risk,25.76,2.3,,,,0.2821,100,57.49,89.37,39.78,38.76,25.39,38.96,16.01,30.7,25.53,37.49
STU0497,2025,10,at-risk,21.24,2.3,,,,0.2806,100,57.45,89.36,42.53,39.57,27.84,42.61,17.38,29.29,25.25,39.98
STU0498,2023,8,good,72.5,4.4,,,,0.5894,73.63,39.12,72.91,54.77,36.86,40.03,43.29,59.42,48.8,72.62,69.18
STU0498,2024,9,good,76.77,4.4,,,,0.5897,64.58,39.12,68.84,57.77,40.01,45.59,48.56,59.18,50.43,75.13,71
STU0498,2025,10,good,79.79,4.4,,,,0.5876,55.63,39.1,64.81,59.38,41.58,46.08,50.11,62.43,52.04,79.33,76.77
STU0499,2023,8,good,72.5,13.4,,,,0.8376,6.56,11.67,35.87,97.06,94,95.7,97.89,87.2,85.78,85.74,95.81
STU0499,2024,9,good,73.74,13.4,,,,0.8462,6.18,11.8,35.73,97.67,94.99,95.4,97.62,88.19,85.48,87.28,96.3
STU0499,2025,10,good,75.65,13.4,,,,0.8419,5.94,11.77,35.61,97.79,94.25,96.25,97.95,88.31,87.88,90.23,95.95
STU0500,2023,8,excellent,87.5,15.7,,,,0.8119,49.57,36.41,45.73,62.93,86.23,48.4,50.65,72.22,66.84,44.46,72.85
STU0500,2024,9,excellent,87.88,15.7,,,,0.8205,40.27,36.37,44.16,67.17,86.91,52.92,53.06,73.85,68,45.75,73.49
STU0500,2025,10,excellent,85.49,15.7,,,,0.8155,40.06,36.37,45.47,67.69,89.85,52.92,55.81,75.29,69.42,46.83,74.56
STU0501,2023,8,excellent,81.5,15.2,,,,0.7346,27.41,14.68,41.49,94.99,69.84,75.95,70.75,83.53,92.6,93.85,73.78
STU0501,2024,9,excellent,78.79,15.2,,,,0.7436,19.6,14.63,41.23,97.03,71.24,75.46,72.66,86.29,93.25,93.96,77.83
STU0501,2025,10,excellent,86.01,15.2,,,,0.7365,18.61,14.68,27.58,96.89,75,80.27,75.86,86.95,94.02,96.24,84.21
STU0502,2023,8,good,77,7.4,,,,0.7089,29.52,36.91,52.51,92.61,57.49,62.09,89.55,82.91,76.78,89.32,76.77
STU0502,2024,9,good,77.78,7.4,,,,0.7179,28.22,36.87,51.78,93.37,61.81,65.88,90.79,84.9,80.47,91.39,79.72
STU0502,2025,10,good,83.94,7.4,,,,0.7101,27.53,36.88,42.98,95.82,65.15,67.83,92.61,85.73,83.31,92.74,81.91
STU0503,2023,8,excellent,82,11.2,,,,0.7182,17.97,18.63,31.83,90.52,94.83,89.76,97.88,82.12,87.94,76.24,96.81
STU0503,2024,9,excellent,84.34,11.2,,,,0.7179,17.83,18.56,28.55,90.97,94.54,89.52,97.93,83.46,90.24,76.44,96.76
STU0503,2025,10,excellent,81.87,11.2,,,,0.7194,17.92,18.56,31.81,89.79,95.02,90.11,97.96,81.71,88.69,76.39,96.75
STU0504,2023,8,good,75.5,17.9,,,,0.8805,16.28,9.44,39.68,84.32,95.54,97.9,71.8,92.63,68.34,90.74,83.65
STU0504,2024,9,good,73.23,17.9,,,,0.8718,16.12,9.55,39.64,85.12,96.05,97.46,73.72,92.51,68.26,92.11,85.74
STU0504,2025,10,good,78.76,17.9,,,,0.8775,22.56,9.46,39.48,87.92,96.43,97.81,77.17,95.59,67.71,92.75,87.14
STU0505,2023,8,moderate,61,10.4,,,,0.6924,19.76,17.88,43.36,95.08,97.17,86.39,69.1,81.17,94.98,69.34,94.47
STU0505,2024,9,moderate,61.62,10.4,,,,0.6923,19.44,18,43.25,96.57,97.33,87.58,69.96,83.36,95.11,70.35,95.66
STU0505,2025,10,moderate,64.25,10.4,,,,0.693,19.13,17.98,43.1,96.92,97.16,89.23,73.07,82.98,95.68,71.34,95.82
STU0506,2023,8,excellent,90.5,17.6,,,,0.9743,1.96,9.4,17.83,97.66,92.37,97.17,97.79,97.37,96.6,97.12,95.64
STU0506,2024,9,excellent,92.93,17.6,,,,0.9744,1.79,9.31,13.62,97.7,93.02,97.49,97.66,97.91,96.41,97.65,97.06
STU0506,2025,10,excellent,91.71,17.6,,,,0.9736,1.65,9.36,14.72,97.62,95.15,97.47,97.79,97.72,97.26,97.66,96.94
STU0507,2023,8,moderate,72,8.6,,,,0.7261,20.75,20.54,44.47,85.1,80.71,70.59,87.73,72.23,88.48,83.47,82.61
STU0507,2024,9,moderate,67.68,8.6,,,,0.7179,20.07,20.59,44.18,87.39,83.25,70.13,85.5,75.14,91.09,87.64,86.26
STU0507,2025,10,moderate,74.61,8.6,,,,0.7194,19.44,20.56,43.89,88.74,84.76,73.76,88.96,75.24,92.57,88.89,85.83
STU0508,2023,8,moderate,71,7.1,,,,0.47,100,50.75,87.69,70,51.03,34.67,32.3,35.47,43.14,31.57,65.55
STU0508,2024,9,moderate,66.67,7.1,,,,0.4615,93.79,50.78,84.9,73.39,55.54,43.55,37.89,40.13,48.01,35.11,69.7
STU0508,2025,10,moderate,65.8,7.1,,,,0.4651,75.82,50.73,76.8,79.98,60.67,47.53,42.47,47.65,50.73,41.05,74.21
STU0509,2023,8,good,79.5,14.7,,,,0.8119,7.07,10.87,30.01,93.73,86.38,92.07,97.44,95.63,92.28,88.91,89.69
STU0509,2024,9,good,71.72,14.7,,,,0.8205,6.08,11.02,34.83,94.15,90.33,95.07,97.27,96.87,93.98,92.29,91.57
STU0509,2025,10,good,72.54,14.7,,,,0.8155,5.69,10.98,35.31,95.91,92.47,95.05,97.72,96.73,95.4,92.96,94.86
STU0510,2023,8,good,77.5,17,,,,0.6924,28.33,34.85,51.46,73.44,86.54,82.31,87.46,95.3,88.71,84.96,55.59
STU0510,2024,9,good,83.33,17,,,,0.6923,28.26,34.93,48.35,74.02,87.61,80.32,86.23,96.78,89.79,85.79,54.58
STU0510,2025,10,good,82.38,17,,,,0.693,27.94,34.88,43.89,75.32,88.02,81.58,86.64,96.13,90.84,86.3,56.87
STU0511,2023,8,good,72.5,21.1,,,,0.9228,3.17,8.75,33.61,94.29,95.97,96.27,97.18,92.65,96.89,97.08,96.19
STU0511,2024,9,good,72.73,21.1,,,,0.9231,3.1,8.84,33.6,94.82,96.11,96.94,97.02,92.1,97.31,97.03,96.75
STU0511,2025,10,good,74.61,21.1,,,,0.9209,2.92,8.83,33.52,95.57,96.34,96.44,97.4,94.31,97.33,97.38,97.6
STU0512,2023,8,moderate,72.5,6.1,,,,0.6072,100,41.57,83.67,36.09,33.86,52.16,18.84,45.69,34.55,69.72,56.91
STU0512,2024,9,moderate,71.72,6.1,,,,0.6154,100,41.59,82.94,37.7,33.94,50.89,22.18,46.73,34.77,70.6,59.16
STU0512,2025,10,moderate,66.84,6.1,,,,0.614,99.17,41.54,85.01,36.79,36.93,54.81,23.67,47.06,35.58,71.5,58.98
STU0513,2023,8,good,73.5,11.6,,,,0.6924,42.6,13.64,52.58,81.16,68.39,38.21,76.28,68.02,67.06,64.39,68.18
STU0513,2024,9,good,73.23,11.6,,,,0.6923,41.19,13.57,51.93,84.47,71.81,41.5,77.59,69.09,72.83,69.03,71.17
STU0513,2025,10,good,79.27,11.6,,,,0.693,39.89,13.58,45.5,89.23,72.57,44.4,83.5,74.34,76.01,71.92,74.94
STU0514,2023,8,moderate,70.5,12.5,,,,0.5215,64.23,21.9,64.38,82.09,68.45,67.94,69,46.19,28.98,54.06,68.11
STU0514,2024,9,moderate,71.72,12.5,,,,0.5128,63.66,21.82,64.1,82.66,69.79,69.74,72.58,48.44,28.77,56.09,70.65
STU0514,2025,10,moderate,70.47,12.5,,,,0.5178,62.61,21.9,63.65,84.06,72.56,72.52,74.03,49.43,33.31,57.27,70.96
STU0515,2023,8,moderate,66,4,,,,0.7346,20.79,39.12,49.14,86.94,61.54,90.74,84.79,85.1,92.41,81.22,68.12
STU0515,2024,9,moderate,69.7,4,,,,0.7436,26.62,39.3,51.81,87.72,64.43,92.83,87.6,85.26,93.8,85.11,72.13
STU0515,2025,10,moderate,72.54,4,,,,0.7365,19.09,39.21,48.39,90.89,67.39,94.75,87.39,88.62,95.46,88.09,72.18
STU0516,2023,8,moderate,69.5,12.7,,,,0.6152,25.23,19.38,46.2,71.95,77.03,93.59,69.33,74.51,75.18,74.7,74.28
STU0516,2024,9,moderate,67.17,12.7,,,,0.6154,23.73,19.46,45.54,75.33,80.7,93.46,74.43,79.03,78.84,78.08,79.76
STU0516,2025,10,moderate,76.17,12.7,,,,0.614,22.42,19.43,44.95,82.74,85.23,94.2,77.74,83.89,81.49,81.89,80.8
STU0517,2023,8,irregular,53.5,3.7,,,,0.3076,100,56.26,89.06,42.04,43.38,33.03,29.55,50.27,38.71,31.59,53.51
STU0517,2024,9,irregular,53.03,3.7,,,,0.3077,100,56.27,89.07,45.75,45.81,32.94,32.58,53.14,39.84,32.73,53.89
STU0517,2025,10,irregular,57.51,3.7,,,,0.307,100,56.21,89.05,45.84,47.6,35.01,32.5,53.36,41.61,35.84,54.62
STU0518,2023,8,irregular,48.5,4.8,,,,0.3591,100,46.61,86.65,43.14,49.19,37.23,31.25,47.33,50.6,63.38,17.16
STU0518,2024,9,irregular,51.01,4.8,,,,0.359,100,46.37,86.59,46.5,50.84,39.75,35.58,49.5,53.45,66.33,19.75
STU0518,2025,10,irregular,53.89,4.8,,,,0.3597,95.46,46.54,84.59,46.69,53.3,42.64,37.2,53.28,56.26,69.49,21.14
STU0519,2023,8,good,75.5,16.6,,,,0.7346,17.72,14.19,41.52,86.12,79.86,86.3,82.16,97.12,97.15,90.62,88.12
STU0519,2024,9,good,75.25,16.6,,,,0.7436,8.89,14.18,37.54,88.98,83.68,88.82,85.08,97.51,97.65,91.39,89.64
STU0519,2025,10,good,75.13,16.6,,,,0.7365,8.76,14.25,37.51,90.89,84.09,88.39,85.13,97.57,97.56,92.96,90.91
STU0520,2023,8,good,71.5,18,,,,0.7346,17.85,16.53,42.16,93.8,84.09,76.35,92.97,88.45,92.56,85.33,94.61
STU0520,2024,9,good,76.77,18,,,,0.7436,8.84,16.49,35.48,94.28,89.21,81.31,94.28,90.22,92.18,87.28,96.39
STU0520,2025,10,good,73.06,18,,,,0.7365,8.66,16.5,37.98,93.74,88.29,82.74,95.36,91.36,93.39,89.74,96.88
STU0521,2023,8,excellent,86,17,,,,0.7776,5.73,13.11,25.9,95.96,97.94,96.66,97.43,97.55,97.52,97.69,93.07
STU0521,2024,9,excellent,90.4,17,,,,0.7692,5.7,12.93,21.31,96.9,97.68,97.27,97.76,97.7,97.67,97.73,95.6
STU0521,2025,10,excellent,89.12,17,,,,0.7721,5.66,13,20.68,96.97,97.97,97.24,97.96,97.6,97.8,97.71,94.58
STU0522,2023,8,moderate,63,8.2,,,,0.6152,44.41,25.83,56.44,84.99,44.66,63.54,53.96,75.04,81.04,64.07,56.32
STU0522,2024,9,moderate,58.59,8.2,,,,0.6154,44.44,25.75,56.43,83.96,44.83,60.46,56.24,75.03,83.03,61.54,58.9
STU0522,2025,10,moderate,67.88,8.2,,,,0.614,44.28,25.8,56.37,85.98,45.82,60.71,55.03,74.17,82.36,63.03,57.68
STU0523,2023,8,moderate,66.5,12.3,,,,0.8713,14.58,12.99,39.81,97.56,97.3,89.31,97.48,87.66,89.42,84.26,80.26
STU0523,2024,9,moderate,72.22,12.3,,,,0.8718,14.06,12.99,37.91,97.52,97.98,90.58,97.77,90.04,91.43,87.41,80.84
STU0523,2025,10,moderate,70.47,12.3,,,,0.8682,5.75,12.99,35.44,97.73,97.63,92.35,97.48,91.21,92.57,88.36,83.25
STU0524,2023,8,irregular,57.5,4.7,,,,0.4785,56.8,44.35,66.65,52.78,32.54,67.52,55.19,68.17,73.41,53.06,67.06
STU0524,2024,9,irregular,53.03,4.7,,,,0.4872,48.63,44.68,63.05,55.27,35.23,71.96,57.72,69.16,75.93,56.83,66.48
STU0524,2025,10,irregular,54.92,4.7,,,,0.4822,47.9,44.47,62.67,57.75,37.9,73.94,62.27,72.9,76.31,58.72,70.51
STU0525,2023,8,irregular,54,1,,,,0.4013,100,48.16,87.04,30.55,17.92,14.16,34.61,30.62,33.42,63.01,15.65
STU0525,2024,9,irregular,58.59,1,,,,0.4103,100,48.44,87.11,32.36,18.21,14.84,34.89,31.11,35.07,63.03,14.94
STU0525,2025,10,irregular,58.55,1,,,,0.4031,100,48.28,87.07,32.76,19.41,16.34,39.54,32.75,36.81,66.06,17.12
STU0526,2023,8,excellent,88,20,,,,0.9228,16.43,8.46,28.23,92.32,85.52,64.01,97.22,63.5,85.08,85.13,92.86
STU0526,2024,9,excellent,85.86,20,,,,0.9231,22.42,8.55,35,93.82,89.68,65.62,97.84,66.33,87.14,86.2,93.51
STU0526,2025,10,excellent,88.08,20,,,,0.9209,15.11,8.52,24.93,95.6,89.53,67.62,97.53,68.6,89.39,86.16,96.35
STU0527,2023,8,excellent,83.5,16.8,,,,0.9485,2.62,8.67,25.71,91.5,93.44,97.97,96.86,95.32,96.72,97.6,97.58
STU0527,2024,9,excellent,86.87,16.8,,,,0.9487,2.5,8.57,17.73,92.27,93,97.94,97.08,95.99,97.49,97.55,97.78
STU0527,2025,10,excellent,87.56,16.8,,,,0.9473,2.31,8.64,20.21,93.95,95.36,98.01,97.33,96.66,97.53,97.76,97.56
STU0528,2023,8,good,78,16.8,,,,0.7182,21.33,14.15,34.86,83.58,70.85,77.71,74.38,78.96,91,86.28,78.76
STU0528,2024,9,good,75.25,16.8,,,,0.7179,19.27,14.08,35.39,87.15,75.88,85,79.99,84.67,93.14,91.23,87.64
STU0528,2025,10,good,74.09,16.8,,,,0.7194,9.91,14.06,33.21,90.65,81.35,86.1,84.88,89.55,95.41,93.46,88.47
STU0529,2023,8,moderate,58.5,17.8,,,,0.6924,18.56,17.37,42.69,94.42,89.43,89.76,71.76,96.51,83.25,97.39,89.85
STU0529,2024,9,moderate,74.75,17.8,,,,0.6923,10.07,17.3,35.76,95.47,92.64,90.23,75.97,96.86,82.86,97.64,89.64
STU0529,2025,10,moderate,60.62,17.8,,,,0.693,17.61,17.3,42.25,94.77,92.81,91.26,79.24,96.39,86.5,97.71,91.04
STU0530,2023,8,moderate,62,14.4,,,,0.7439,8.85,13.45,37.34,93.63,85.88,92.38,80.71,88.89,94.3,94.27,92
STU0530,2024,9,moderate,59.09,14.4,,,,0.7436,8.41,13.4,37.13,95.81,87.49,94.47,82.78,90.57,95.64,94.67,91.89
STU0530,2025,10,moderate,62.69,14.4,,,,0.7457,7.61,13.47,36.79,97.01,90.53,94.81,85.16,93.7,96.63,95.97,93.74
STU0531,2023,8,irregular,42,3.8,,,,0.4013,100,57.06,89.27,42.25,35.14,35.7,29.53,21.4,13.33,14.63,36.84
STU0531,2024,9,irregular,46.97,3.8,,,,0.4103,100,56.92,89.23,42.84,38.52,35.24,32.42,22.54,13.54,13.76,38.19
STU0531,2025,10,irregular,54.92,3.8,,,,0.4031,100,56.99,89.25,46.48,37.21,36.28,32.2,22.66,13.7,13.89,38.84
STU0532,2023,8,irregular,55.5,9.8,,,,0.5215,100,55.25,88.81,35.11,33.66,23.51,35.53,32.4,27.39,36.07,28.7
STU0532,2024,9,irregular,53.54,9.8,,,,0.5128,100,55.16,88.79,41.95,43.16,31.26,40.12,37.95,28.61,40.9,36.36
STU0532,2025,10,irregular,51.3,9.8,,,,0.5178,100,55.28,88.82,45.36,46.38,32.7,44.53,44.18,35.17,41.52,39.29
STU0533,2023,8,good,76.5,15.1,,,,0.9063,13.86,13.57,39.63,97.29,96.97,90.59,73.81,96.97,90.13,95.11,78.32
STU0533,2024,9,good,69.7,15.1,,,,0.8974,5.62,13.77,35.97,96.91,96.66,92.78,77.71,97.16,91.71,94.73,80.8
STU0533,2025,10,good,79.27,15.1,,,,0.9038,5.2,13.67,35.76,97.29,96.9,94.44,78.41,96.96,91.99,95.25,82.13
STU0534,2023,8,excellent,83,20.8,,,,0.8891,3.59,12.62,23.64,97.71,97.69,97.46,97.29,97.91,93.32,95.67,97.25
STU0534,2024,9,excellent,78.79,20.8,,,,0.8974,3.4,12.69,28.96,98.09,97.63,97.7,97.59,97.58,93.14,96.14,96.77
STU0534,2025,10,excellent,83.94,20.8,,,,0.8946,3.3,12.67,24.23,98.07,97.5,97.89,97.66,97.56,94.79,96.32,97.64
STU0535,2023,8,irregular,58.5,9.1,,,,0.427,43.51,32.28,57.65,57.39,54.13,54.72,60.6,53.57,59.66,59.18,58.83
STU0535,2024,9,irregular,50,9.1,,,,0.4359,41.75,32.26,56.85,58.15,59.02,58.41,63.86,56.49,65.27,65.09,61.41
STU0535,2025,10,irregular,46.11,9.1,,,,0.4295,40.81,32.35,56.45,62.5,59.82,61.47,67.37,58.74,67.6,65.68,66.58
STU0536,2023,8,excellent,79,16.1,,,,0.9485,2.72,10.29,28.01,97.66,97.28,97.9,97.01,97.64,94.01,89.78,97.77
STU0536,2024,9,excellent,85.35,16.1,,,,0.9487,2.68,10.19,21.23,97.54,97.53,97.53,96.36,97.79,94.21,90.43,97.57
STU0536,2025,10,excellent,81.87,16.1,,,,0.9473,2.82,10.26,22.94,96.55,97.11,97.4,96.28,97.85,93.79,90.48,97.39
STU0537,2023,8,irregular,43,6.2,,,,0.3848,100,57,89.25,65.71,52.38,34.05,28.78,37.38,30.61,20.49,67.38
STU0537,2024,9,irregular,38.89,6.2,,,,0.3846,100,56.93,89.23,69.16,54.35,39.27,34.66,39.13,33.82,23.37,71.34
STU0537,2025,10,irregular,40.93,6.2,,,,0.386,100,56.92,89.23,71.17,57.3,39.3,34.45,43.31,35.31,27.71,75.05
STU0538,2023,8,moderate,61.5,11.9,,,,0.6409,40.91,20.41,53.51,74.66,84.8,66.55,84.96,84.98,61.98,46.1,90.26
STU0538,2024,9,moderate,56.57,11.9,,,,0.641,39.95,20.34,53.06,77.27,87.79,68.96,86.19,88.52,64.18,48.3,93.67
STU0538,2025,10,moderate,62.69,11.9,,,,0.6403,31.66,20.36,49.34,77.77,89.79,70.05,88.8,89.79,64.9,50.23,94.29
STU0539,2023,8,irregular,63.5,6.3,,,,0.4957,100,54.87,88.72,25.2,20.89,38.56,26.12,59.33,31.86,53.93,36.7
STU0539,2024,9,irregular,62.12,6.3,,,,0.4872,100,54.89,88.72,28.42,22.98,38.7,27.03,60.24,31.66,55.11,38.24
STU0539,2025,10,irregular,56.48,6.3,,,,0.4915,100,54.85,88.71,27.99,23.48,39.64,28.23,61.81,33.08,56.47,39.25
STU0540,2023,8,excellent,90.5,16.9,,,,0.7776,16.69,12.52,23.43,94.35,91.81,97.48,92.26,91.21,76.21,94.03,83.48
STU0540,2024,9,excellent,90.91,16.9,,,,0.7692,8.13,12.56,19.51,95.39,92.13,97.76,92.38,93.54,80.58,93.64,89.33
STU0540,2025,10,excellent,88.08,16.9,,,,0.7721,7.33,12.5,19.73,96.66,94.33,97.57,95.08,94.91,84.23,95.56,90.56
STU0541,2023,8,moderate,64.5,18.2,,,,0.6924,40.52,17.7,52.66,89.07,69.1,63.38,91.38,71.68,43.17,72.01,88.25
STU0541,2024,9,moderate,57.07,18.2,,,,0.6923,39.72,17.7,52.3,89.12,70.23,65.48,92.09,75.69,46.64,73.22,87.36
