student_id,year,grade,attendance_category,attendance_rate,days_present,total_days,avg_score,score_std,min_score,max_score,iq_level,study_hours_per_week,student_type,has_tuition,has_learning_difficulty,failing_subjects,weak_subjects,homework_completion_rate,homework_on_time_rate,classwork_completion_rate,parent_engagement_score,parent_meeting_attendance_rate,lms_time_hours,lms_engagement_score,health_status,absences_due_to_sickness,health_incidents,attendance_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,risk_level,risk_category,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score,had_intervention,intervention_type,intervention_effective
STU0536,2023,8,excellent,79.0,158,200,95.77,5.4,69.5,100.0,115,16.1,language_oriented,0,0,0,0,0.9485,0.8016,0.9846,0.722,0.6667,90.67,0.8325,excellent,22,0,80.7,2.72,10.29,28.01,Medium,Medium Risk,97.66,97.28,97.9,97.01,97.64,94.01,89.78,97.77,0,None,0
STU0536,2024,9,excellent,85.35,169,198,95.86,5.23,64.1,100.0,115,16.1,language_oriented,0,0,0,0,0.9487,0.8108,0.9846,0.722,0.6667,132.52,0.8325,excellent,16,1,58.25,2.68,10.19,21.23,Low,Low Risk,97.54,97.53,97.53,96.36,97.79,94.21,90.43,97.57,1,Parent Meeting,0
STU0536,2025,10,excellent,81.87,158,193,95.58,5.16,65.3,100.0,115,16.1,language_oriented,0,0,0,0,0.9473,0.8052,0.9842,0.722,0.6667,170.23,0.8325,excellent,17,1,63.69,2.82,10.26,22.94,Medium,Medium Risk,96.55,97.11,97.4,96.28,97.85,93.79,90.48,97.39,0,None,0
STU0537,2023,8,irregular,43.0,86,200,40.73,19.32,4.5,97.2,78,6.2,language_oriented,0,0,5,2,0.3848,0.3343,0.4253,0.3683,0.3333,66.52,0.3939,good,68,3,100.0,100.0,57.0,89.25,High,High Risk,65.71,52.38,34.05,28.78,37.38,30.61,20.49,67.38,0,None,0
STU0537,2024,9,irregular,38.89,77,198,44.54,19.73,4.5,99.3,78,6.2,language_oriented,0,0,4,3,0.3846,0.3333,0.4308,0.3683,0.3333,69.27,0.3939,good,74,1,100.0,100.0,56.93,89.23,High,High Risk,69.16,54.35,39.27,34.66,39.13,33.82,23.37,71.34,0,None,0
STU0537,2025,10,irregular,40.93,79,193,47.03,19.76,7.4,99.7,78,6.2,language_oriented,0,0,3,4,0.386,0.3413,0.4261,0.3683,0.3333,46.4,0.3939,good,79,4,100.0,100.0,56.92,89.23,High,High Risk,71.17,57.3,39.3,34.45,43.31,35.31,27.71,75.05,1,Mentoring Program,0
STU0538,2023,8,moderate,61.5,123,200,73.19,17.97,21.6,100.0,105,11.9,language_oriented,0,0,1,1,0.6409,0.6004,0.6717,0.6121,0.6667,58.02,0.751,excellent,37,1,100.0,40.91,20.41,53.51,High,High Risk,74.66,84.8,66.55,84.96,84.98,61.98,46.1,90.26,0,None,0
STU0538,2024,9,moderate,56.57,112,198,75.57,17.92,24.2,100.0,105,11.9,language_oriented,0,0,1,1,0.641,0.6,0.6769,0.6121,0.6667,71.27,0.751,excellent,46,0,100.0,39.95,20.34,53.06,High,High Risk,77.27,87.79,68.96,86.19,88.52,64.18,48.3,93.67,1,Parent Meeting,0
STU0538,2025,10,moderate,62.69,121,193,76.35,17.83,28.1,100.0,105,11.9,language_oriented,0,0,1,0,0.6403,0.6029,0.6735,0.6121,0.6667,87.9,0.751,excellent,33,1,100.0,31.66,20.36,49.34,High,High Risk,77.77,89.79,70.05,88.8,89.79,64.9,50.23,94.29,1,Parent Meeting,1
STU0539,2023,8,irregular,63.5,127,200,37.0,16.06,6.8,82.7,92,6.3,science_oriented,0,0,5,3,0.4957,0.4314,0.518,0.3871,0.3333,32.27,0.3539,below_average,61,8,100.0,100.0,54.87,88.72,High,High Risk,25.2,20.89,38.56,26.12,59.33,31.86,53.93,36.7,0,None,0
STU0539,2024,9,irregular,62.12,123,198,38.82,15.98,7.1,82.2,92,6.3,science_oriented,0,0,5,3,0.4872,0.4211,0.5231,0.3871,0.3333,58.65,0.3539,below_average,59,7,100.0,100.0,54.89,88.72,High,High Risk,28.42,22.98,38.7,27.03,60.24,31.66,55.11,38.24,1,Parent Meeting,0
STU0539,2025,10,irregular,56.48,109,193,39.13,15.97,6.4,89.2,92,6.3,science_oriented,0,0,5,3,0.4915,0.4288,0.5209,0.3871,0.3333,65.95,0.3539,below_average,70,8,100.0,100.0,54.85,88.71,High,High Risk,27.99,23.48,39.64,28.23,61.81,33.08,56.47,39.25,0,None,0
STU0540,2023,8,excellent,90.5,181,200,89.4,10.79,47.6,100.0,108,16.9,balanced,0,0,0,1,0.7776,0.6375,0.8618,0.7441,0.6667,84.13,0.8867,good,12,0,42.65,16.69,12.52,23.43,Low,Low Risk,94.35,91.81,97.48,92.26,91.21,76.21,94.03,83.48,0,None,0
STU0540,2024,9,excellent,90.91,180,198,91.21,9.15,55.0,100.0,108,16.9,balanced,0,0,0,0,0.7692,0.6333,0.8615,0.7441,0.6667,147.53,0.8867,good,12,2,42.36,8.13,12.56,19.51,Low,Low Risk,95.39,92.13,97.76,92.38,93.54,80.58,93.64,89.33,0,None,0
STU0540,2025,10,excellent,88.08,170,193,93.08,8.11,55.2,100.0,108,16.9,balanced,0,0,0,0,0.7721,0.6365,0.8632,0.7441,0.6667,135.53,0.8867,good,12,2,44.34,7.33,12.5,19.73,Low,Low Risk,96.66,94.33,97.57,95.08,94.91,84.23,95.56,90.56,0,None,0
STU0541,2023,8,moderate,64.5,129,200,71.58,18.88,9.8,100.0,75,18.2,language_oriented,0,0,1,1,0.6924,0.5929,0.7691,0.6332,0.6667,65.32,0.8116,average,56,1,100.0,40.52,17.7,52.66,High,High Risk,89.07,69.1,63.38,91.38,71.68,43.17,72.01,88.25,0,None,0
STU0541,2024,9,moderate,57.07,113,198,73.58,17.7,16.3,100.0,75,18.2,language_oriented,0,0,1,1,0.6923,0.5926,0.7692,0.6332,0.6667,78.58,0.8116,average,57,3,100.0,39.72,17.7,52.3,High,High Risk,89.12,70.23,65.48,92.09,75.69,46.64,73.22,87.36,1,Tutoring,1
STU0541,2025,10,moderate,59.59,115,193,75.16,18.05,14.6,100.0,75,18.2,language_oriented,0,0,1,1,0.693,0.5951,0.7684,0.6332,0.6667,52.7,0.8116,average,49,4,100.0,39.07,17.69,52.0,High,High Risk,92.44,73.58,69.3,92.61,75.82,45.73,74.67,89.46,1,Study Skills Workshop,1
STU0542,2023,8,moderate,55.0,110,200,60.41,17.88,9.9,100.0,94,11.0,balanced,0,0,2,0,0.5894,0.5497,0.6,0.5985,0.6667,50.67,0.5009,excellent,53,1,100.0,54.05,26.02,60.83,High,High Risk,70.17,71.6,79.61,60.32,51.48,32.97,64.17,64.9,0,None,0
STU0542,2024,9,moderate,68.18,135,198,62.73,18.28,9.0,98.1,94,11.0,balanced,0,0,2,0,0.5897,0.5652,0.6,0.5985,0.6667,57.52,0.5009,excellent,29,1,100.0,53.11,25.86,60.37,High,High Risk,74.05,73.06,81.88,63.38,52.23,34.16,67.92,67.92,1,Study Skills Workshop,1
STU0542,2025,10,moderate,67.36,130,193,65.62,18.28,13.4,100.0,94,11.0,balanced,0,0,1,1,0.5876,0.5514,0.6,0.5985,0.6667,71.73,0.5009,excellent,35,0,100.0,45.0,26.0,56.75,High,High Risk,73.8,76.8,85.37,65.55,54.88,36.31,70.89,71.27,1,Counseling,1
STU0543,2023,8,moderate,53.0,106,200,48.73,16.65,8.2,96.0,104,8.1,balanced,0,0,2,4,0.5472,0.4378,0.5537,0.6165,0.6667,41.5,0.7228,average,65,3,100.0,91.56,24.15,77.24,High,High Risk,65.38,45.99,27.41,56.61,56.09,36.39,41.87,67.93,0,None,0
STU0543,2024,9,moderate,56.57,112,198,51.07,16.71,9.1,100.0,104,8.1,balanced,0,0,2,3,0.5385,0.4286,0.5538,0.6165,0.6667,38.0,0.7228,average,59,1,100.0,82.8,24.23,73.32,High,High Risk,68.76,48.81,31.02,58.71,55.76,37.78,44.96,71.32,1,Tutoring,0
STU0543,2025,10,moderate,61.66,119,193,55.02,16.7,8.7,100.0,104,8.1,balanced,0,0,2,2,0.5442,0.4357,0.5526,0.6165,0.6667,71.2,0.7228,average,49,0,100.0,73.11,24.18,68.94,High,High Risk,68.79,51.48,33.49,65.75,61.69,42.72,46.69,72.73,0,None,0
STU0544,2023,8,excellent,82.5,165,200,73.14,12.92,25.4,100.0,113,10.1,balanced,0,0,1,0,0.6924,0.6301,0.7846,0.7318,0.6667,155.25,0.9197,good,18,2,66.25,31.9,13.5,37.6,Medium,Medium Risk,71.77,70.79,64.17,72.31,73.25,76.31,67.56,86.48,0,None,0
STU0544,2024,9,excellent,88.38,175,198,78.94,12.27,38.2,100.0,113,10.1,balanced,0,0,0,1,0.6923,0.6296,0.7846,0.7318,0.6667,114.2,0.9197,good,13,1,47.13,22.58,13.5,27.68,Low,Low Risk,79.2,76.91,71.81,78.78,80.3,80.84,73.95,90.2,1,Study Group,0
STU0544,2025,10,excellent,84.46,163,193,83.27,12.26,43.9,100.0,113,10.1,balanced,0,0,0,1,0.693,0.6331,0.7842,0.7318,0.6667,81.82,0.9197,good,18,1,64.88,20.83,13.48,32.21,Medium,Medium Risk,86.2,80.78,76.13,82.61,84.58,86.97,76.56,93.64,0,None,0
STU0545,2023,8,excellent,86.5,173,200,90.64,10.3,46.7,100.0,95,17.1,language_oriented,0,0,0,1,0.8033,0.7017,0.8618,0.7006,0.6667,126.2,0.8094,below_average,19,3,66.45,15.68,13.9,30.46,Low,Low Risk,97.71,96.74,89.58,97.26,93.46,78.48,85.14,92.62,0,None,0
STU0545,2024,9,excellent,88.38,175,198,91.49,9.97,45.2,100.0,95,17.1,language_oriented,0,0,0,1,0.7949,0.7097,0.8615,0.7006,0.6667,166.23,0.8094,below_average,17,12,59.13,15.51,13.83,28.17,Low,Low Risk,97.51,97.29,91.4,97.54,94.34,80.6,85.99,94.21,0,None,0
STU0545,2025,10,excellent,88.08,170,193,92.28,9.51,47.5,100.0,95,17.1,language_oriented,0,0,0,1,0.7984,0.703,0.8632,0.7006,0.6667,126.92,0.8094,below_average,19,5,65.34,15.12,13.87,29.87,Low,Low Risk,97.63,97.36,91.65,97.55,95.38,81.18,88.35,94.99,0,None,0
STU0546,2023,8,moderate,69.5,139,200,82.78,15.08,30.3,100.0,123,8.7,balanced,1,0,1,0,0.6924,0.5424,0.7228,0.6229,0.6667,70.38,0.9297,excellent,35,1,100.0,28.04,17.33,46.95,High,High Risk,85.85,93.36,69.8,92.47,57.67,84.63,89.06,87.86,0,None,0
STU0546,2024,9,moderate,66.67,132,198,84.63,13.86,33.7,100.0,123,8.7,balanced,1,0,1,0,0.6923,0.5556,0.7231,0.6229,0.6667,36.38,0.9297,excellent,35,1,100.0,27.3,17.19,46.58,High,High Risk,85.34,93.2,73.24,92.97,61.0,87.99,91.17,88.04,1,Mentoring Program,0
STU0546,2025,10,moderate,64.25,124,193,87.27,13.28,34.1,100.0,123,8.7,balanced,1,0,1,0,0.693,0.5437,0.7209,0.6229,0.6667,83.93,0.9297,excellent,30,1,100.0,26.23,17.34,46.14,High,High Risk,90.1,95.0,76.43,94.29,63.2,89.42,93.59,91.81,0,None,0
STU0547,2023,8,good,74.0,148,200,49.55,16.27,11.2,98.0,85,10.8,science_oriented,0,1,2,5,0.6244,0.5752,0.7073,0.773,0.6667,124.53,0.6195,excellent,24,1,90.2,97.69,38.89,80.74,High,High Risk,48.38,52.33,27.75,39.54,62.28,43.57,71.8,46.02,0,None,0
STU0547,2024,9,good,75.76,150,198,54.68,16.39,9.1,100.0,85,10.8,science_oriented,0,1,2,2,0.6154,0.5833,0.7077,0.773,0.6667,105.52,0.6195,excellent,27,1,97.97,71.82,38.8,71.41,High,High Risk,53.34,56.89,32.56,43.18,66.73,47.81,77.35,51.94,1,Parent Meeting,0
STU0547,2025,10,good,74.61,144,193,59.35,16.35,11.4,100.0,85,10.8,science_oriented,0,1,1,2,0.6232,0.5773,0.7051,0.773,0.6667,104.78,0.6195,excellent,25,1,92.77,54.8,38.9,62.21,High,High Risk,58.09,62.47,36.45,47.59,71.3,52.52,80.11,57.4,1,Tutoring,1
STU0548,2023,8,moderate,62.0,124,200,93.84,7.06,59.7,100.0,116,15.8,science_oriented,0,0,0,0,0.8633,0.7522,0.9537,0.6401,0.3333,49.33,0.95,below_average,57,5,100.0,5.2,11.12,35.12,High,High Risk,95.81,90.84,88.89,92.96,97.76,92.01,95.56,96.65,0,None,0
STU0548,2024,9,moderate,68.18,135,198,93.46,7.46,51.1,100.0,116,15.8,science_oriented,0,0,0,0,0.8718,0.7647,0.9538,0.6401,0.3333,75.3,0.95,below_average,49,6,100.0,5.18,10.99,35.08,High,High Risk,95.81,89.63,88.69,94.99,97.76,90.59,95.49,96.04,1,Parent Meeting,0
STU0548,2025,10,moderate,68.39,132,193,94.02,7.06,48.6,100.0,116,15.8,science_oriented,0,0,0,1,0.8682,0.7571,0.9526,0.6401,0.3333,78.98,0.95,below_average,52,6,100.0,13.03,11.09,38.63,High,High Risk,96.01,90.33,89.16,94.54,97.85,91.32,96.18,97.16,1,Parent Meeting,1
STU0549,2023,8,good,76.0,152,200,94.65,6.21,55.3,100.0,116,18.5,balanced,1,0,0,0,0.8891,0.7594,0.9335,0.8109,0.6667,139.05,0.7068,good,28,3,100.0,4.36,11.59,34.86,Medium,Medium Risk,95.27,93.32,96.42,88.47,96.42,92.54,97.37,97.28,0,None,0
STU0549,2024,9,good,78.79,156,198,96.22,4.38,66.2,100.0,116,18.5,balanced,1,0,0,0,0.8974,0.7714,0.9385,0.8109,0.6667,97.47,0.7068,good,23,3,83.85,3.56,11.39,29.61,Medium,Medium Risk,96.78,94.85,97.19,92.77,97.21,95.86,97.56,97.3,1,Study Group,0
STU0549,2025,10,good,73.58,142,193,96.95,3.34,74.1,100.0,116,18.5,balanced,1,0,0,0,0.8946,0.7643,0.9368,0.8109,0.6667,85.97,0.7068,good,28,0,100.0,3.33,11.49,34.37,Medium,Medium Risk,97.58,96.01,97.25,94.92,97.45,96.96,97.37,97.81,0,None,0
STU0550,2023,8,excellent,87.5,175,200,94.86,6.25,55.8,100.0,99,19.0,language_oriented,1,0,0,0,0.8713,0.8038,0.918,0.6929,0.6667,178.0,0.8413,excellent,13,2,47.75,4.63,11.71,19.34,Low,Low Risk,97.97,95.54,96.42,95.62,93.09,92.85,91.35,97.85,0,None,0
STU0550,2024,9,excellent,84.85,168,198,95.88,5.14,66.7,100.0,99,19.0,language_oriented,1,0,0,0,0.8718,0.7941,0.9231,0.6929,0.6667,154.95,0.8413,excellent,13,1,49.61,4.21,11.73,19.71,Medium,Medium Risk,97.55,96.96,96.71,96.49,95.39,94.51,93.42,97.62,0,None,0
STU0550,2025,10,excellent,88.08,170,193,96.82,3.68,74.5,100.0,99,19.0,language_oriented,1,0,0,0,0.8682,0.7982,0.9209,0.6929,0.6667,134.62,0.8413,excellent,12,2,44.34,3.91,11.73,17.99,Low,Low Risk,98.05,97.16,97.31,96.91,96.53,96.38,95.27,97.76,0,None,0
STU0551,2023,8,excellent,84.0,168,200,94.61,6.55,58.8,100.0,128,21.5,language_oriented,1,0,0,0,0.9743,0.754,0.9846,0.7338,0.6667,131.13,0.95,excellent,15,0,56.2,2.67,8.76,20.25,Medium,Medium Risk,97.5,97.74,95.47,97.53,90.49,88.87,96.47,95.11,0,None,0
STU0551,2024,9,excellent,85.35,169,198,95.58,5.54,60.8,100.0,128,21.5,language_oriented,1,0,0,0,0.9744,0.7632,0.9846,0.7338,0.6667,126.18,0.95,excellent,15,1,55.25,2.28,8.67,19.77,Low,Low Risk,97.12,98.01,96.11,97.83,93.36,90.77,97.1,96.26,1,Parent Meeting,0
STU0551,2025,10,excellent,76.68,148,193,95.59,5.97,58.3,100.0,128,21.5,language_oriented,1,0,0,0,0.9736,0.7564,0.9842,0.7338,0.6667,108.8,0.95,excellent,20,0,76.32,2.29,8.75,26.11,Medium,Medium Risk,97.44,98.02,95.65,97.98,92.57,90.91,97.03,96.43,0,None,0
STU0552,2023,8,good,78.0,156,200,90.51,10.26,49.5,100.0,99,18.6,science_oriented,0,0,0,1,0.8713,0.8136,0.9691,0.8469,0.6667,109.67,0.8411,good,25,5,90.4,14.37,7.77,35.53,Medium,Medium Risk,97.34,81.45,97.83,92.8,93.8,82.42,96.58,87.0,0,None,0
STU0552,2024,9,good,70.71,140,198,91.52,9.61,49.0,100.0,99,18.6,science_oriented,0,0,0,1,0.8718,0.8235,0.9692,0.8469,0.6667,148.82,0.8411,good,29,1,100.0,13.96,7.67,38.2,Medium,Medium Risk,97.7,83.45,97.8,94.63,93.21,83.15,97.0,89.2,0,None,0
STU0552,2025,10,good,77.2,149,193,93.08,8.02,56.1,100.0,99,18.6,science_oriented,0,0,0,0,0.8682,0.8178,0.9684,0.8469,0.6667,149.92,0.8411,good,25,1,90.96,5.4,7.74,31.65,Medium,Medium Risk,97.76,86.0,97.96,94.83,95.9,87.11,97.06,91.74,1,Parent Meeting,1
STU0553,2023,8,good,75.0,150,200,94.86,6.94,54.4,100.0,109,14.5,balanced,1,0,0,0,0.8033,0.7338,0.8871,0.8101,0.6667,103.53,0.7208,average,35,3,100.0,5.99,12.34,35.78,Medium,Medium Risk,97.88,93.3,83.09,96.14,97.43,97.05,96.25,96.88,0,None,0
STU0553,2024,9,good,80.3,159,198,95.33,6.35,60.6,100.0,109,14.5,balanced,1,0,0,0,0.7949,0.7419,0.8923,0.8101,0.6667,115.05,0.7208,average,31,6,100.0,5.97,12.18,35.73,Medium,Medium Risk,97.73,94.33,84.81,95.57,97.8,97.28,96.4,96.7,1,Academic Advising,1
STU0553,2025,10,good,83.42,161,193,95.87,5.58,59.6,100.0,109,14.5,balanced,1,0,0,0,0.7984,0.736,0.8893,0.8101,0.6667,152.55,0.7208,average,20,7,71.61,5.68,12.29,27.11,Medium,Medium Risk,97.44,95.38,86.0,97.06,97.83,97.21,96.89,97.53,0,None,0
STU0554,2023,8,good,76.0,152,200,83.87,12.08,40.3,100.0,108,14.9,balanced,0,0,0,1,0.6924,0.6416,0.718,0.727,0.6667,83.43,0.675,poor,39,6,100.0,20.6,18.15,43.81,Medium,Medium Risk,96.56,95.45,75.05,89.67,80.85,75.35,77.06,85.9,0,None,0
STU0554,2024,9,good,82.83,164,198,86.29,11.38,53.2,100.0,108,14.9,balanced,0,0,0,0,0.6923,0.6296,0.7231,0.727,0.6667,165.12,0.675,poor,29,7,99.02,11.64,18.19,39.49,Medium,Medium Risk,97.26,96.5,77.05,92.54,84.45,78.03,80.5,89.33,1,Study Group,0
STU0554,2025,10,good,85.49,165,193,88.63,10.5,51.3,100.0,108,14.9,balanced,0,0,0,0,0.693,0.6331,0.7209,0.727,0.6667,122.88,0.675,poor,25,7,85.16,10.69,18.19,34.9,Low,Low Risk,97.43,96.04,80.38,95.41,88.14,81.51,82.91,92.64,0,None,0
STU0555,2023,8,moderate,65.5,131,200,70.44,15.44,18.7,100.0,96,9.2,science_oriented,1,0,1,0,0.7346,0.5813,0.7537,0.5653,0.3333,52.78,0.6296,poor,64,8,100.0,32.13,22.13,49.99,High,High Risk,73.86,56.69,68.72,65.55,86.21,72.09,85.32,50.26,0,None,0
STU0555,2024,9,moderate,64.14,127,198,71.57,15.64,25.2,100.0,96,9.2,science_oriented,1,0,1,0,0.7436,0.5862,0.7538,0.5653,0.3333,59.82,0.6296,poor,65,9,100.0,31.5,22.08,49.69,High,High Risk,75.54,58.56,71.1,67.28,86.02,74.23,88.39,51.45,1,Tutoring,0
STU0555,2025,10,moderate,64.77,125,193,72.7,15.73,32.5,100.0,96,9.2,science_oriented,1,0,1,0,0.7365,0.5831,0.7526,0.5653,0.3333,79.53,0.6296,poor,60,12,100.0,31.19,22.13,49.57,High,High Risk,77.94,59.57,72.51,67.08,87.9,74.27,89.83,52.58,1,Study Skills Workshop,1
STU0556,2023,8,moderate,67.0,134,200,62.65,14.75,13.2,100.0,97,10.4,language_oriented,1,0,1,0,0.6667,0.5633,0.6974,0.5861,0.3333,60.55,0.5793,poor,58,7,100.0,36.61,23.49,52.35,High,High Risk,76.49,85.61,50.31,61.53,59.64,59.9,54.94,55.26,0,None,0
STU0556,2024,9,moderate,61.62,122,198,65.45,14.74,25.0,100.0,97,10.4,language_oriented,1,0,1,0,0.6667,0.5769,0.6923,0.5861,0.3333,63.07,0.5793,poor,61,13,100.0,35.49,23.43,51.83,High,High Risk,79.72,88.19,53.61,61.92,63.15,63.87,55.99,58.96,0,None,0
STU0556,2025,10,moderate,67.36,130,193,66.65,14.22,30.4,100.0,97,10.4,language_oriented,1,0,1,0,0.6667,0.5652,0.6949,0.5861,0.3333,81.47,0.5793,poor,59,15,100.0,35.01,23.51,51.63,High,High Risk,80.45,88.09,55.27,63.1,65.0,65.71,59.26,60.06,1,Study Skills Workshop,1
STU0557,2023,8,moderate,63.5,127,200,72.04,14.02,28.7,100.0,92,13.4,science_oriented,1,0,1,0,0.53,0.4347,0.6,0.6312,0.6667,101.27,0.567,average,54,4,100.0,35.59,25.52,52.39,High,High Risk,72.39,65.32,66.91,57.54,90.54,79.07,76.15,63.1,0,None,0
STU0557,2024,9,moderate,61.11,121,198,75.21,13.78,30.1,100.0,92,13.4,science_oriented,1,0,1,0,0.5385,0.4286,0.6,0.6312,0.6667,102.72,0.567,average,46,5,100.0,34.15,25.58,51.76,High,High Risk,77.84,68.54,70.61,62.09,91.61,81.07,78.67,67.72,0,None,0
STU0557,2025,10,moderate,59.59,115,193,76.71,13.59,33.1,100.0,92,13.4,science_oriented,1,0,1,0,0.5349,0.4261,0.6,0.6312,0.6667,70.47,0.567,average,61,4,100.0,33.62,25.61,51.53,High,High Risk,76.4,71.56,74.09,66.05,92.91,82.47,79.72,69.17,0,None,0
STU0558,2023,8,moderate,70.0,140,200,81.83,15.01,28.9,100.0,139,4.6,science_oriented,1,0,1,0,0.6924,0.5558,0.6974,0.642,0.3333,72.87,0.5976,good,39,1,100.0,28.42,42.18,53.33,Medium,Medium Risk,93.05,81.7,78.66,62.23,94.82,80.98,94.5,65.27,0,None,0
STU0558,2024,9,moderate,75.76,150,198,80.81,15.67,25.0,100.0,139,4.6,science_oriented,1,0,1,0,0.6923,0.5556,0.6923,0.642,0.3333,51.7,0.5976,good,33,4,100.0,28.83,42.26,53.54,Medium,Medium Risk,93.41,79.74,76.79,59.2,94.79,79.66,94.97,63.99,0,None,0
STU0558,2025,10,moderate,69.43,134,193,79.9,15.81,25.2,100.0,139,4.6,science_oriented,1,0,1,0,0.693,0.557,0.6949,0.642,0.3333,106.08,0.5976,good,30,2,100.0,29.18,42.2,53.68,High,High Risk,93.61,79.29,75.16,58.85,94.71,78.69,93.78,62.86,0,None,0
STU0559,2023,8,good,78.0,156,200,79.92,12.36,34.8,100.0,108,10.7,balanced,0,0,1,0,0.8713,0.8038,0.9382,0.7729,0.6667,84.47,0.791,average,27,3,96.4,25.6,10.57,43.08,Medium,Medium Risk,83.83,84.64,82.97,88.63,67.43,80.75,76.31,78.23,0,None,0
STU0559,2024,9,good,80.3,159,198,83.72,11.52,38.0,100.0,108,10.7,balanced,0,0,0,1,0.8718,0.7941,0.9385,0.7729,0.6667,76.92,0.791,average,29,5,100.0,17.08,10.66,40.35,Medium,Medium Risk,86.09,87.99,86.3,89.3,74.1,84.01,80.82,83.44,1,Parent Meeting,0
STU0559,2025,10,good,73.58,142,193,87.61,10.77,46.0,100.0,108,10.7,balanced,0,0,0,1,0.8682,0.7982,0.9368,0.7729,0.6667,86.2,0.791,average,35,4,100.0,15.59,10.64,39.68,Medium,Medium Risk,90.46,90.87,89.88,93.5,74.8,88.73,85.58,88.32,1,Academic Advising,1
STU0560,2023,8,excellent,84.0,168,200,96.39,4.48,60.5,100.0,108,21.4,science_oriented,0,0,0,0,0.9743,0.7636,0.9846,0.6782,0.3333,153.35,0.8398,below_average,24,7,83.2,1.96,11.44,28.7,Medium,Medium Risk,94.3,96.07,96.18,97.62,97.57,97.45,97.68,93.53,0,None,0
STU0560,2024,9,excellent,84.34,167,198,96.31,4.18,71.5,100.0,108,21.4,science_oriented,0,0,0,0,0.9744,0.7632,0.9846,0.6782,0.3333,90.62,0.8398,below_average,25,5,85.96,1.99,11.44,29.54,Medium,Medium Risk,94.33,96.17,96.76,97.41,97.1,97.34,97.59,93.01,0,None,0
STU0560,2025,10,excellent,86.01,166,193,96.53,4.6,68.1,100.0,108,21.4,science_oriented,0,0,0,0,0.9736,0.7659,0.9842,0.6782,0.3333,177.93,0.8398,below_average,19,2,66.79,1.92,11.42,23.75,Low,Low Risk,96.12,95.43,96.32,97.91,97.56,97.76,97.87,92.79,1,Academic Advising,1
STU0561,2023,8,moderate,63.5,127,200,84.55,11.48,49.3,100.0,132,2.1,balanced,1,0,0,1,0.8033,0.5958,0.9073,0.6604,0.6667,62.93,0.8563,good,41,0,100.0,18.11,34.38,46.75,High,High Risk,97.05,84.54,80.98,85.02,89.43,89.15,84.73,67.26,0,None,0
STU0561,2024,9,moderate,59.6,118,198,86.7,11.24,45.4,100.0,132,2.1,balanced,1,0,0,1,0.7949,0.6129,0.9077,0.6604,0.6667,103.78,0.8563,good,43,0,100.0,17.42,34.2,46.39,High,High Risk,97.18,88.13,86.46,87.08,91.61,91.01,86.14,69.14,1,Mentoring Program,0
STU0561,2025,10,moderate,61.14,118,193,89.3,10.15,38.8,100.0,132,2.1,balanced,1,0,0,1,0.7984,0.604,0.9051,0.6604,0.6667,49.45,0.8563,good,42,3,100.0,16.31,34.33,45.92,High,High Risk,97.55,89.55,86.05,92.26,92.26,93.95,89.82,73.21,1,Study Skills Workshop,0
STU0562,2023,8,good,80.0,160,200,86.39,11.77,43.7,100.0,104,14.9,balanced,1,0,0,1,0.897,0.7615,0.9846,0.8314,0.6667,152.85,0.8621,excellent,19,1,71.0,15.5,8.06,30.29,Medium,Medium Risk,84.33,90.32,78.88,88.59,93.24,75.57,94.74,88.74,0,None,0
STU0562,2024,9,good,74.75,148,198,88.56,10.33,47.7,100.0,104,14.9,balanced,1,0,0,1,0.8974,0.7714,0.9846,0.8314,0.6667,117.18,0.8621,excellent,22,0,83.68,14.63,7.96,33.67,Medium,Medium Risk,88.56,91.74,81.39,91.25,94.49,78.82,95.46,87.98,1,Study Group,0
STU0562,2025,10,good,77.72,150,193,90.5,9.9,44.4,100.0,104,14.9,balanced,1,0,0,1,0.8946,0.7643,0.9842,0.8314,0.6667,75.67,0.8621,excellent,24,0,87.6,13.91,8.04,34.55,Medium,Medium Risk,91.22,93.61,86.03,92.66,94.62,80.82,96.7,90.59,0,None,0
STU0563,2023,8,excellent,83.0,166,200,97.67,2.11,80.7,100.0,141,20.4,balanced,0,0,0,0,0.9148,0.7006,0.9846,0.7638,0.6667,162.43,0.8637,excellent,19,0,68.9,2.64,9.99,24.35,Medium,Medium Risk,97.97,97.85,98.13,97.77,96.89,97.6,97.79,97.43,0,None,0
STU0563,2024,9,excellent,86.36,171,198,97.72,1.85,87.2,100.0,141,20.4,balanced,0,0,0,0,0.9231,0.6944,0.9846,0.7638,0.6667,142.5,0.8637,excellent,12,0,45.55,2.45,10.06,17.28,Low,Low Risk,97.75,97.31,97.79,97.68,97.51,97.79,97.89,97.99,1,Parent Meeting,1
STU0563,2025,10,excellent,83.42,161,193,97.79,1.72,92.0,100.0,141,20.4,balanced,0,0,0,0,0.9209,0.6953,0.9842,0.7638,0.6667,166.83,0.8637,excellent,14,0,53.61,2.47,10.05,19.7,Medium,Medium Risk,97.84,97.69,97.72,97.71,98.1,97.89,97.65,97.74,0,None,0
