attendance,avg_marks,study_hours,homework_rate,screen_time,study_consistency,recommendation_1,recommendation_2,recommendation_3
81.9,57.1,3.9,72.0,4.1,67.5,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
89.9,49.0,3.1,89.5,7.9,26.1,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
74.3,43.7,8.4,57.5,2.5,90.0,Attendance_Critical,Consistency_Success,General_Balanced
87.9,59.4,11.6,42.2,3.7,62.2,ScreenTime_Warning,General_Balanced,General_Balanced
81.4,38.2,9.1,68.6,4.3,26.4,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
84.8,74.4,6.1,52.7,4.3,67.4,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
54.6,81.1,14.6,65.4,1.7,81.0,Attendance_Critical,Marks_Success,Consistency_Success
90.6,79.7,15.1,91.9,1.9,29.4,Consistency_Warning,StudyHours_Success,General_Balanced
56.6,94.3,8.4,39.4,3.7,20.8,Combo_LowStudy_LowConsistency,Attendance_Critical,ScreenTime_Warning
64.8,20.2,14.9,78.8,6.8,74.2,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
78.1,90.9,5.9,59.6,1.6,79.3,Attendance_Warning,StudyHours_Critical,Marks_Success
55.4,41.6,11.2,81.2,1.2,18.2,Attendance_Critical,Consistency_Warning,General_Balanced
86.9,62.5,11.5,88.0,6.0,36.9,ScreenTime_Critical,Consistency_Warning,General_Balanced
53.2,28.0,2.8,42.1,1.7,99.5,Attendance_Critical,StudyHours_Critical,Marks_Critical
98.1,49.0,18.7,45.2,3.0,11.6,Combo_HighStudy_LowMarks,ScreenTime_Warning,Consistency_Warning
76.6,75.9,10.0,94.6,1.9,76.0,Attendance_Warning,General_Balanced,General_Balanced
52.5,86.0,8.5,63.2,7.5,74.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
69.8,24.7,16.7,72.2,4.0,93.7,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
60.5,75.1,11.7,45.7,6.8,15.6,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
59.7,70.8,13.5,68.6,8.0,60.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
91.9,93.2,3.0,94.1,3.2,57.4,StudyHours_Critical,ScreenTime_Warning,Marks_Success
67.9,23.3,16.2,55.7,3.5,78.6,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
78.5,73.7,15.2,76.9,5.8,60.2,Attendance_Warning,ScreenTime_Critical,StudyHours_Success
89.2,54.6,8.3,41.2,2.5,12.3,Combo_LowStudy_LowConsistency,Consistency_Warning,General_Balanced
70.8,21.3,15.6,35.7,6.8,72.0,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
51.2,52.7,4.0,81.4,3.0,89.8,Attendance_Critical,StudyHours_Critical,Consistency_Success
63.8,26.0,12.3,89.4,7.5,64.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
55.4,72.7,11.3,31.5,7.9,98.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
84.1,27.9,16.3,82.4,5.2,12.9,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
82.5,54.2,12.4,63.8,7.5,28.2,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
89.4,80.1,3.9,44.0,1.1,11.0,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
64.2,55.7,16.4,34.7,7.0,85.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
66.0,43.8,2.6,47.7,1.9,75.3,Attendance_Critical,StudyHours_Critical,General_Balanced
96.1,75.2,12.7,58.0,6.9,48.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
72.7,92.9,14.1,61.4,6.7,81.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
71.6,29.3,14.4,39.0,2.1,11.3,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
80.3,59.7,5.3,61.4,6.0,34.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
61.2,27.4,10.4,96.9,5.4,28.4,Attendance_Critical,Marks_Critical,ScreenTime_Critical
66.6,44.5,2.7,48.9,4.4,93.3,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
74.5,59.8,5.8,85.8,7.1,69.7,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
72.7,40.3,4.8,45.5,4.9,51.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
94.1,48.9,3.0,84.6,1.1,41.0,StudyHours_Critical,General_Balanced,General_Balanced
56.8,49.1,5.6,34.9,5.9,12.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
64.3,54.4,9.9,53.9,1.4,64.7,Attendance_Critical,General_Balanced,General_Balanced
61.2,89.7,19.9,63.8,4.9,54.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
68.0,46.0,6.4,97.6,7.0,44.3,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
58.8,82.2,6.7,34.0,4.3,82.7,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
80.1,32.7,19.6,64.2,4.8,38.7,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
83.2,35.0,10.9,57.2,3.6,61.3,Attendance_Warning,Marks_Critical,ScreenTime_Warning
84.6,88.0,8.6,48.4,5.2,36.8,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
95.0,35.9,18.3,48.3,1.3,74.7,Combo_HighStudy_LowMarks,Marks_Critical,StudyHours_Success
50.4,77.1,18.6,89.4,7.0,66.7,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
62.6,83.2,5.5,87.0,1.7,29.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
95.9,54.7,11.8,46.1,5.8,19.7,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
55.2,94.8,18.2,34.5,1.6,84.1,Attendance_Critical,StudyHours_Success,Marks_Success
50.8,92.7,6.2,94.3,1.9,81.3,Attendance_Critical,StudyHours_Critical,Marks_Success
79.9,58.7,9.2,36.2,4.8,90.2,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Warning
77.9,22.2,12.9,78.6,3.7,86.1,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
55.7,78.4,12.7,43.3,1.7,29.9,Attendance_Critical,Consistency_Warning,General_Balanced
99.3,41.3,11.1,78.3,3.0,16.0,Consistency_Warning,Attendance_Success,General_Balanced
82.9,63.0,4.6,74.1,4.1,43.5,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
94.9,41.7,9.7,77.8,1.6,53.9,General_Balanced,General_Balanced,General_Balanced
79.3,73.9,3.1,63.8,2.1,47.4,Attendance_Warning,StudyHours_Critical,General_Balanced
51.7,78.0,4.3,59.0,4.6,24.6,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
93.1,90.9,10.1,60.2,3.3,92.8,ScreenTime_Warning,Marks_Success,Consistency_Success
78.1,73.0,14.4,75.5,3.5,78.8,Attendance_Warning,ScreenTime_Warning,General_Balanced
92.7,32.7,10.2,71.9,4.9,53.4,Marks_Critical,ScreenTime_Warning,General_Balanced
66.1,47.2,2.1,85.6,1.5,20.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
84.5,58.4,11.7,77.2,3.2,59.9,Attendance_Warning,ScreenTime_Warning,General_Balanced
80.6,77.6,14.4,37.0,4.0,96.5,Attendance_Warning,ScreenTime_Warning,Consistency_Success
78.4,35.5,4.5,57.8,5.4,72.0,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
57.1,24.7,8.1,55.8,1.7,86.7,Attendance_Critical,Marks_Critical,Consistency_Success
51.1,53.6,18.2,95.9,2.5,17.3,Attendance_Critical,Consistency_Warning,StudyHours_Success
67.4,25.3,10.3,40.6,4.2,83.7,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
88.2,83.1,17.5,87.5,2.1,83.3,StudyHours_Success,Marks_Success,Consistency_Success
84.3,94.6,2.4,56.7,7.6,28.2,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
86.7,58.9,18.2,31.7,6.1,17.7,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
85.7,43.7,13.5,82.0,6.9,75.5,Combo_HighStudy_LowMarks,ScreenTime_Critical,General_Balanced
85.9,22.6,12.2,41.8,1.0,35.4,Combo_HighStudy_LowMarks,Marks_Critical,Consistency_Warning
95.7,84.0,11.2,67.6,7.9,60.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
88.1,63.8,3.0,64.9,5.9,81.7,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
91.0,60.6,13.7,52.5,5.5,84.7,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Success
54.7,88.4,18.4,80.2,5.3,82.9,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
74.4,44.3,8.4,80.5,1.5,68.6,Attendance_Critical,General_Balanced,General_Balanced
55.7,64.2,9.3,39.7,3.0,16.1,Combo_LowStudy_LowConsistency,Attendance_Critical,Consistency_Warning
70.7,77.0,16.9,54.5,3.9,77.5,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
72.6,48.2,17.5,93.5,4.1,76.6,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
68.8,23.5,18.2,47.5,4.2,89.2,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
99.8,74.1,9.2,42.5,4.9,76.4,Combo_HighScreen_LowHomework,ScreenTime_Warning,Attendance_Success
61.9,66.7,8.6,45.0,6.5,46.6,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
62.9,41.6,10.5,51.1,6.0,93.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
76.6,72.8,3.4,68.9,4.2,26.0,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
51.1,56.1,19.0,52.2,4.2,62.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
93.4,28.9,16.5,88.0,5.6,10.9,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
93.0,80.1,10.9,34.1,3.0,66.7,ScreenTime_Warning,Marks_Success,General_Balanced
75.8,33.4,6.2,75.8,1.5,54.4,Attendance_Warning,StudyHours_Critical,Marks_Critical
84.8,45.6,6.8,56.7,5.7,95.5,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
53.8,44.1,18.8,32.4,2.9,90.3,Combo_HighStudy_LowMarks,Attendance_Critical,StudyHours_Success
59.4,63.8,5.2,58.4,7.3,80.9,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
79.8,78.0,13.4,37.8,6.2,62.8,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
82.5,37.6,9.2,58.5,4.8,57.8,Combo_HighScreen_LowHomework,Attendance_Warning,Marks_Critical
75.4,53.5,16.7,93.9,1.9,20.0,Attendance_Warning,Consistency_Warning,StudyHours_Success
76.1,89.7,2.8,56.3,7.2,57.1,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
65.1,91.8,3.7,41.8,6.1,53.3,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
80.0,74.1,8.1,97.4,5.2,47.9,Attendance_Warning,ScreenTime_Critical,General_Balanced
81.7,87.3,16.6,54.7,2.2,58.5,Attendance_Warning,StudyHours_Success,Marks_Success
93.9,92.3,4.2,40.4,7.3,27.9,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
52.5,80.1,17.8,68.7,4.6,22.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
54.6,55.9,8.2,35.3,2.9,59.2,Attendance_Critical,General_Balanced,General_Balanced
67.8,79.3,2.5,53.0,5.8,84.2,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
74.6,45.0,9.4,77.4,6.8,60.0,Attendance_Critical,ScreenTime_Critical,General_Balanced
97.9,48.4,14.6,58.9,2.8,74.4,Combo_HighStudy_LowMarks,Attendance_Success,General_Balanced
91.1,36.3,8.5,44.5,1.9,54.7,Marks_Critical,General_Balanced,General_Balanced
63.2,35.0,6.8,73.5,3.7,89.8,Attendance_Critical,StudyHours_Critical,Marks_Critical
96.0,76.8,10.7,43.8,5.6,50.3,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
79.0,25.5,13.7,52.0,6.8,62.0,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
62.9,39.3,10.9,98.8,3.3,12.7,Attendance_Critical,Marks_Critical,ScreenTime_Warning
60.8,40.3,2.3,78.1,6.7,43.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
99.9,62.4,7.5,43.0,3.9,28.8,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Warning
50.1,48.1,4.5,58.8,4.6,99.4,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
82.1,87.0,7.5,81.6,7.5,44.1,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
92.1,42.0,18.1,35.2,1.9,97.6,Combo_HighStudy_LowMarks,StudyHours_Success,Consistency_Success
60.3,73.0,5.3,62.1,6.1,90.4,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
68.8,84.6,18.6,60.7,2.6,46.8,Attendance_Critical,StudyHours_Success,Marks_Success
69.2,50.5,9.1,65.2,1.8,88.2,Attendance_Critical,Consistency_Success,General_Balanced
80.4,29.2,8.9,73.6,3.7,61.9,Attendance_Warning,Marks_Critical,ScreenTime_Warning
83.5,35.7,7.1,79.6,2.1,67.1,Attendance_Warning,StudyHours_Critical,Marks_Critical
52.3,53.0,19.0,40.2,3.2,19.2,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
69.5,32.2,14.3,73.7,3.3,50.1,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
66.3,93.1,11.4,97.6,2.7,32.8,Attendance_Critical,Consistency_Warning,Marks_Success
60.9,43.2,15.3,51.2,5.3,13.1,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
87.4,61.4,11.9,93.8,7.3,36.9,ScreenTime_Critical,Consistency_Warning,General_Balanced
89.7,24.8,4.2,60.9,5.4,71.7,Combo_HighScreen_LowHomework,StudyHours_Critical,Marks_Critical
88.4,43.6,6.8,76.8,6.0,60.2,StudyHours_Critical,ScreenTime_Critical,General_Balanced
96.5,70.4,4.8,80.2,2.6,80.1,StudyHours_Critical,Attendance_Success,Consistency_Success
76.1,43.7,19.9,86.8,2.7,21.2,Combo_HighStudy_LowMarks,Attendance_Warning,Consistency_Warning
62.0,30.4,19.1,78.5,2.7,10.1,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
86.4,26.9,5.7,76.1,2.3,99.9,StudyHours_Critical,Marks_Critical,Consistency_Success
90.5,87.8,11.1,40.9,5.8,60.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Marks_Success
82.0,37.9,17.9,42.0,1.9,39.2,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
74.7,42.9,17.4,55.1,3.5,62.0,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Warning
79.3,41.2,2.5,40.6,5.4,26.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
91.3,66.1,6.6,31.0,4.6,88.0,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Warning
65.4,32.6,14.2,77.4,6.9,46.4,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
52.6,20.5,9.7,83.2,3.5,61.2,Attendance_Critical,Marks_Critical,ScreenTime_Warning
79.9,36.5,9.3,66.2,4.3,75.4,Combo_HighScreen_LowHomework,Attendance_Warning,Marks_Critical
58.7,29.4,5.9,30.9,5.6,22.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
88.2,54.1,5.4,76.5,6.3,21.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
84.9,33.7,5.5,59.8,1.6,93.1,Attendance_Warning,StudyHours_Critical,Marks_Critical
84.1,70.0,13.4,50.5,2.4,61.2,Attendance_Warning,General_Balanced,General_Balanced
98.7,32.1,10.6,74.3,2.4,53.0,Marks_Critical,Attendance_Success,General_Balanced
51.1,78.9,2.8,93.7,3.2,12.8,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
86.9,44.4,2.3,76.1,7.9,32.7,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
69.9,54.8,15.3,67.5,5.1,91.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
81.4,26.3,7.3,32.5,3.1,81.7,Attendance_Warning,StudyHours_Critical,Marks_Critical
98.5,80.4,10.7,81.6,7.8,82.3,ScreenTime_Critical,Attendance_Success,Marks_Success
86.0,20.1,8.6,98.1,7.2,88.7,Marks_Critical,ScreenTime_Critical,Consistency_Success
91.8,36.0,7.8,91.3,7.8,49.8,StudyHours_Critical,Marks_Critical,ScreenTime_Critical
66.3,56.3,8.9,84.7,5.6,17.2,Combo_LowStudy_LowConsistency,Attendance_Critical,ScreenTime_Critical
56.3,27.4,12.2,80.4,5.9,87.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
57.1,64.8,3.7,67.9,5.8,39.1,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
83.8,55.9,3.9,61.3,7.0,12.3,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
86.2,79.2,3.9,88.4,7.8,13.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Critical
98.7,32.9,7.8,30.2,2.0,41.7,StudyHours_Critical,Marks_Critical,Attendance_Success
72.6,30.3,5.8,62.1,3.7,91.3,Attendance_Critical,StudyHours_Critical,Marks_Critical
91.7,75.3,17.8,86.3,1.1,36.1,Consistency_Warning,StudyHours_Success,General_Balanced
84.9,52.2,11.6,78.9,7.8,77.4,Attendance_Warning,ScreenTime_Critical,General_Balanced
67.8,50.2,8.5,49.0,5.1,55.0,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
99.1,30.1,16.1,52.5,4.4,63.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Marks_Critical
95.6,81.6,6.5,94.4,1.1,15.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
99.4,58.4,15.9,59.7,2.8,74.0,Attendance_Success,StudyHours_Success,General_Balanced
73.5,41.4,5.7,93.0,3.0,99.7,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
92.6,44.0,16.4,76.5,7.2,39.1,Combo_HighStudy_LowMarks,ScreenTime_Critical,Consistency_Warning
88.1,47.3,6.1,86.3,1.4,10.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
64.6,86.5,19.6,50.6,8.0,33.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
58.1,78.8,17.8,32.6,6.8,68.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
63.0,58.5,12.2,73.3,6.2,96.5,Attendance_Critical,ScreenTime_Critical,Consistency_Success
58.8,86.1,8.4,60.1,1.4,72.7,Attendance_Critical,Marks_Success,General_Balanced
79.3,31.2,19.8,35.7,3.4,98.6,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
64.2,68.7,17.2,36.4,3.1,87.7,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
62.9,78.4,19.2,80.1,4.4,19.5,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
90.1,58.2,12.4,77.4,3.0,35.8,Consistency_Warning,General_Balanced,General_Balanced
79.2,84.4,17.9,78.6,5.7,26.5,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
79.8,53.7,7.7,30.6,2.1,21.0,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
54.7,50.4,14.6,61.3,7.1,30.8,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
97.6,92.5,18.9,78.1,2.5,37.5,Consistency_Warning,Attendance_Success,StudyHours_Success
77.6,32.6,12.8,33.3,7.6,59.2,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
56.1,36.2,16.5,73.4,4.4,69.4,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
59.5,77.2,19.7,93.8,7.7,11.1,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
88.2,80.6,8.4,94.3,5.4,47.3,ScreenTime_Critical,Marks_Success,General_Balanced
85.2,63.9,12.2,65.5,3.7,89.5,ScreenTime_Warning,Consistency_Success,General_Balanced
96.1,54.3,18.8,32.6,4.6,12.3,Combo_HighScreen_LowHomework,ScreenTime_Warning,Consistency_Warning
51.5,84.0,9.1,77.9,7.3,74.4,Attendance_Critical,ScreenTime_Critical,Marks_Success
70.9,35.8,12.5,80.2,6.4,79.4,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
93.3,54.5,16.2,94.2,1.3,55.8,StudyHours_Success,General_Balanced,General_Balanced
56.9,43.9,7.9,96.2,3.1,68.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
69.6,71.5,17.4,92.5,5.1,50.3,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
56.5,43.4,14.1,65.5,2.9,68.2,Combo_HighStudy_LowMarks,Attendance_Critical,General_Balanced
79.9,46.3,3.1,95.9,2.3,96.2,Attendance_Warning,StudyHours_Critical,Consistency_Success
66.9,63.8,6.4,53.5,6.5,42.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
65.1,72.4,11.7,93.8,3.0,38.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
86.9,77.8,10.6,41.5,7.5,55.1,Combo_HighScreen_LowHomework,ScreenTime_Critical,General_Balanced
91.5,70.5,10.9,70.5,6.2,65.3,ScreenTime_Critical,General_Balanced,General_Balanced
97.0,71.2,2.2,39.0,2.3,22.1,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
73.0,39.6,2.2,54.9,7.8,25.8,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
97.7,61.9,7.7,45.8,6.2,78.8,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
91.0,52.1,9.7,58.5,5.7,88.4,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Success
88.9,39.9,6.9,56.9,1.7,37.8,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
76.4,51.6,5.5,75.9,6.5,59.4,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
59.1,52.8,19.0,50.0,6.7,93.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
61.7,65.2,2.0,49.2,5.3,77.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
56.6,47.5,6.5,59.5,3.1,42.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
71.1,82.6,5.1,46.7,6.7,52.7,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
63.0,46.2,18.9,36.6,5.3,41.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
70.3,77.9,9.5,53.0,7.1,65.7,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
82.0,63.1,5.1,99.9,3.9,23.2,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
91.1,84.9,13.0,31.3,6.3,10.9,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
50.5,68.1,17.0,53.7,3.2,65.8,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
56.3,56.6,8.6,90.0,2.5,85.1,Attendance_Critical,Consistency_Success,General_Balanced
65.6,53.7,6.3,60.7,3.8,86.4,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
75.5,91.2,16.1,87.4,3.5,45.3,Attendance_Warning,ScreenTime_Warning,StudyHours_Success
95.5,82.3,7.4,73.5,5.3,40.1,StudyHours_Critical,ScreenTime_Critical,Attendance_Success
65.0,62.5,5.8,60.9,2.3,59.8,Attendance_Critical,StudyHours_Critical,General_Balanced
83.5,35.1,5.6,54.9,2.4,81.0,Attendance_Warning,StudyHours_Critical,Marks_Critical
87.9,40.8,9.7,81.6,7.3,15.5,Combo_LowStudy_LowConsistency,ScreenTime_Critical,Consistency_Warning
93.3,54.0,4.3,78.9,7.2,73.1,StudyHours_Critical,ScreenTime_Critical,General_Balanced
86.1,51.3,16.6,81.4,2.9,52.2,StudyHours_Success,General_Balanced,General_Balanced
64.4,36.0,16.1,51.9,7.6,52.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
60.0,54.5,7.5,52.0,7.5,13.1,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
81.2,54.4,3.7,80.1,2.3,14.7,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
82.6,58.9,5.9,84.4,3.4,75.8,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
75.6,94.7,16.9,33.5,2.4,24.0,Attendance_Warning,Consistency_Warning,StudyHours_Success
93.0,91.3,6.2,39.7,7.1,69.9,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
61.6,64.5,7.0,82.1,7.2,88.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
82.6,20.3,2.2,85.9,1.8,74.9,Attendance_Warning,StudyHours_Critical,Marks_Critical
53.6,62.3,7.2,38.4,1.4,82.7,Attendance_Critical,StudyHours_Critical,Consistency_Success
61.7,59.4,6.1,89.5,4.8,35.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
91.8,29.5,8.6,73.3,4.6,20.1,Combo_LowStudy_LowConsistency,Marks_Critical,ScreenTime_Warning
53.7,79.2,10.0,70.5,3.5,13.9,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
73.8,63.0,8.1,85.5,6.1,42.6,Attendance_Critical,ScreenTime_Critical,General_Balanced
52.7,55.0,12.2,99.9,5.5,56.9,Attendance_Critical,ScreenTime_Critical,General_Balanced
57.9,79.4,13.1,76.0,4.4,92.4,Attendance_Critical,ScreenTime_Warning,Consistency_Success
60.6,38.0,7.6,75.8,6.8,26.6,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
63.9,28.1,7.4,35.8,4.8,26.1,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Critical
79.0,89.9,9.8,67.5,2.2,86.3,Attendance_Warning,Marks_Success,Consistency_Success
53.5,52.5,14.5,58.9,2.0,99.3,Attendance_Critical,Consistency_Success,General_Balanced
98.5,92.8,16.8,61.6,1.8,53.2,Attendance_Success,StudyHours_Success,Marks_Success
96.1,56.4,18.2,62.1,1.2,15.9,Consistency_Warning,Attendance_Success,StudyHours_Success
65.8,79.3,6.1,42.3,2.8,73.0,Attendance_Critical,StudyHours_Critical,General_Balanced
93.0,30.8,18.2,91.5,3.4,38.2,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
